initKey,initValue
http://bit.ly/2RgDpiV,https://jungefreiheit.de/politik/deutschland/2019/umweltschuetzer-wollen-fluechtlingsheim-verhindern/
http://bit.ly/2RbjmT2,https://jungefreiheit.de/debatte/kommentar/2019/terror-im-tollhaus/
http://bit.ly/2XdY2lk,https://jungefreiheit.de/kultur/2019/theaterverband-rueckt-afd-chef-meuthen-mit-erfundenem-zitat-in-ns-naehe/
http://bit.ly/2KmWzTz,https://jungefreiheit.de/politik/deutschland/2019/islamismusvorwuerfe-spalten-hamburger-gruene/
http://bit.ly/2KUQe1i,https://jungefreiheit.de/politik/deutschland/2019/rechtspopulismus-monheim-verbietet-kabarettisten-auftritt/
http://bit.ly/2wWUVQ3,https://jungefreiheit.de/politik/ausland/2019/iq-zu-niedrig-gewalttaetiger-kosovare-darf-bleiben/
http://bit.ly/2IRrhRR,https://jungefreiheit.de/politik/deutschland/2019/tauber-will-asylkritikern-grundrechte-entziehen/
http://bit.ly/2IoL0cy,https://jungefreiheit.de/debatte/kommentar/2019/taubers-totalitaerer-traum/
http://bit.ly/2N12gsG,https://jungefreiheit.de/politik/deutschland/2019/fluechtling-als-goldstueck-bezeichnet-laut-gericht-hassrede/
http://bit.ly/2KwXT6A,https://jungefreiheit.de/politik/deutschland/2019/sicherheitsorgane-von-der-leyen-und-seehofer-kritisieren-merz/
http://bit.ly/2L04KDp,https://www.tvnow.de/shows/spiegel-tv-2386
http://bit.ly/werdasklicktistrechts,https://www.youtube.com/channel/UC5i-ycQyheFZ1WnO7Hj7jWQ?sub_confirmation=1
http://bit.ly/39RpHLs,https://www.youtube.com/channel/UCp9ci2cnPMUfDnmjEJeEUYQ?sub_confirmation=1
http://bit.ly/38T3U5Z,https://www.haberler.com/almanya-daki-turk-is-insanindan-bomba-iddia-12937708-haberi/
http://bit.ly/2VhORyH,https://translate.google.com/translate?sl=auto&tl=de&u=https://www.haberler.com/almanya-daki-turk-is-insanindan-bomba-iddia-12937708-haberi/
https://bit.ly/2VWZS98,https://www.getnode.io/en/
https://bit.ly/3bw27Vj,https://coronaviruskongress.de/#aff=oliverjanich
https://bit.ly/2ZcTtXB,https://www.facebook.com/photo.php?fbid=3219455584778068&set=a.1093501627373485&type=3)
https://bit.ly/3iJnsiw,https://www.youtube.com/watch?v=2MZNi8yDhO4
https://bit.ly/3h98Ho7,https://img1.wsimg.com/blobby/go/74e92e2f-7c73-4d74-b272-819b4890ad68/downloads/querdenken-pressemitteilung-Berlin_202000818_I.pdf?ver=1597782604251
https://bit.ly/2Ftq6tA,https://web.tresorit.com/l/8UhVx#8-WTGg0RAHyTH5AkWZ4UNQ
https://bit.ly/3hrgdL1,https://www.swr.de/swr2/wissen/studie-abstand-halten-bis-ins-jahr-2022-100.html
http://bit.ly/2FsKEhQ,https://www.paypal.com/donate/?cmd=_donations&business=verlag@compact-mail.de&lc=US&item_name=Compact%20Magazin&no_note=0&currency_code=EUR&bn=PP-DonationsBF:btn_donateCC_LG.gif:NonHostedGuest
https://bit.ly/2XLJBVB,https://www.msn.com/en-us/money/career-news/the-new-normal-according-to-bill-gates-and-when-it-arrives/ar-BB12Dv97
https://bit.ly/2KegLoH,https://vigilantcitizen.com/latestnews/bill-gates-calls-for-a-digital-certificate-to-identify-who-is-vaccinated/
https://bit.ly/2LVOp3z,https://www.bitchute.com/video/B1QBpPrwWqIe/
https://bit.ly/2M3cFAS,https://www.dropbox.com/sh/ujllq8ecuhrr1j2/AACUbMp5WxovNAkYPmU2seKMa?dl=0
https://bit.ly/2zGniXs,https://www.einprozent.de/blog/recherche/greta-co-soros-und-seine-klimaschuetzer/2485?mc_cid=96baec193c&mc_eid=778b59b5ab
https://bit.ly/2XDNuds,https://www.google.com/search?ei=zUDQXvSnLMH0kwW3kqfIDg&q=lucis+trust&oq=lucis+trust&gs_lcp=CgZwc3ktYWIQAzICCAAyAggAMgIIADICCAAyAggAMgIIADICCAAyAggAUP6yEFiUtBBgiLYQaABwAHgAgAGTAYgBkgOSAQMwLjOYAQCgAQGqAQdnd3Mtd2l6&sclient=psy-ab&ved=0ahUKEwi0wsyG09fpAhVB-qQKHTfJCekQ4dUDCAw&uact=5
https://bit.ly/3ccZY11,http://deanslist.info/lucis/
https://bit.ly/2M5p6fm,https://www.toolsforfreedom.com/Occult-Lucifer-Trust-Behind-the-United-Nations-p/2293.htm
https://bit.ly/3c8VuZf,https://www.google.com/search?q=who+logo&tbm=isch&ved=2ahUKEwi1m5jl2dfpAhUQNuwKHY50AL0Q2-cCegQIABAA&oq=who+logo&gs_lcp=CgNpbWcQAzIECAAQQzICCAAyBAgAEEMyBAgAEEMyAggAMgIIADICCAAyAggAMgQIABBDOgQIABADUL_tB1jQ_Adgw_4HaABwAHgAgAGKAYgBxAeSAQMxLjeYAQCgAQGqAQtnd3Mtd2l6LWltZw&sclient=img&ei=3kfQXrW0K5DssAeO6YHoCw&bih=740&biw=1440
https://bit.ly/36DDIfv,https://hackernoon.com/covid-19-and-the-bibles-666-prophecy-zb2432po
https://bit.ly/2ZNsUda,https://hackernoon.com/how-can-you-bring-down-the-new-world-order-g65j3z3z?ref=hackernoon.com
https://bit.ly/2ZVY7ex,https://www.dropbox.com/sh/ujllq8ecuhrr1j2/AACUbMp5WxovNAkYPmU2seKMa?dl=0
https://bit.ly/2Xl1oCp,https://www.youtube.com/watch?v=qHS-UN0sydA&feature=youtu.be
https://bit.ly/2U41zQv,https://www.facebook.com/ZDFinfo/photos/a.155268857871734/2554408054624457/?type=3&eid=ARA3dR5jvhlSXR5bErYwqoV_y1hKvRX4TZC3wB8zYepipbOaP71Kr8aMmcTdCD5hrUNOIHiCat_puM2e
https://bit.ly/2Bw4qv5,https://twitter.com/IsraelinGermany/status/1260593393257738240
https://bit.ly/2B6cLVY,https://books.google.de/books?id=UrGqAwAAQBAJ&pg=PA86&lpg=PA86&dq=watson+ibm+rothschild&source=bl&ots=YE47GbDM69&sig=ACfU3U0P2DpotjIRwE_emAVbTNbxKLFv8A&hl=de&sa=X&ved=2ahUKEwiQnLqt1YDqAhXCCuwKHZqTAzcQ6AEwA3oECAcQAQ#v=onepage&amp;q&amp;f=true
https://bit.ly/30HsA0e,https://www.historisches-lexikon-bayerns.de/Lexikon/Judenverfolgungen_(Sp%C3%A4tmittelalter)
https://bit.ly/2Bnp5kZ,https://twitter.com/usbotschaft?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
https://bit.ly/312ZKrk,https://www.spiegel.de/consent-a-?targetUrl=https://www.spiegel.de/politik/ausland/corona-in-israel-die-zweite-welle-rollt-an-a-625b5acf-8223-4aa7-ae18-e0af93d71ec4&ref=https://www.google.de
https://bit.ly/3dgopLv,https://www.youtube.com/watch?v=ap4GU1AacEw&feature=youtu.be
https://bit.ly/37OCsH5,https://www.attilahildmann.de/de/shop/alle.html?pc=SAMURAI
https://bit.ly/3eTrWRi,https://www.youtube.com/watch?v=BGhztQQDisM&feature=youtu.be
https://bit.ly/3e6QyFj,https://www.youtube.com/watch?v=5TkdaQZnL-s&feature=youtu.be
https://bit.ly/2BCP1JT,https://www.dropbox.com/sh/ujllq8ecuhrr1j2/AACUbMp5WxovNAkYPmU2seKMa?dl=0
https://bit.ly/2OfKUpB,https://www.youtube.com/watch?v=GWpObsjURHo&feature=youtu.be
https://bit.ly/30vMMAa,https://m.tagesspiegel.de/politik/fake-news-ueber-das-coronavirus-drosten-und-ueber-100-aerzte-warnen-vor-luegen-pandemie/25810040.html
https://bit.ly/33ierYz,https://www.youtube.com/watch?v=o_cDlU86u48&feature=youtu.be
https://bit.ly/30FFHP4,https://davidicke.com/2020/06/17/big-pharma-whistleblower-97-of-corona-vaccine-recipients-will-become-infertile/?__cf_chl_jschl_tk__=707dbfb85edf9dc420f322b40ff8e5b73435a5fb-1597039962-0-AWed0jnYP-FNKUcKmgkZOUYpczO1oZ6O0u95N1F3UkZKtvNkqJ966q1E7_BlTGQFVtTNloaERxTxbhoKIbhbna8lClZq0Ae4Xw1hjyy2beywPYikOl4It2_FUpOVqApwSpFhKroakPo_JqXTPCWIzLfl-bgwqERd3F3UISSrZezv08eFfk-M4ho_diy2zpmdECBTNaxdpihB071Yh99cLcsRkzp8-tQRzRbBlMc9nEP0-8SKeL75vGRwSZyWSscuOflW2Y06GgMDA5-_Bm3BcRzw1lDOke9OxoWJELQ0rEZHSo7x5g0isC6KTr0TEoWDlyirnU4EJamVhhWB0HCCvGTyNYYBTv5QrZs4sEq3Oyjrg7h-SxnEZMQuniW5upx5cbk1ZiCMYxTAqQ-nHyXEIuE
https://bit.ly/2DOVP8m,https://www.temporary-url.com/404.php
https://bit.ly/3iWr2Fp,http://www.geschichteinchronologie.com/welt/Rothschild/Knechtel-Dt/002e-kommunistische-Revolutionen-m-Rothschild-puppen-1917-1922.html
https://bit.ly/2CRQi02,https://www.bitchute.com/video/Qi5IU4VceDpm/
https://bit.ly/31wDRAq,https://www.spiegel.de/spiegel/print/d-45152309.html
https://bit.ly/3lsXTnd,https://europaeer.jimdofree.com/der-weg-zur-macht-durch-den-vatikan-den-geheimvatikan-und-die-weltfinanz/
https://bit.ly/34M5Wpr,https://medium.com/@Der_Buri/das-deutsche-reich-und-die-t%C3%BCrkische-ss-legion-469f93a800f7
http://bit.ly/ERTYT,https://www.youtube.com/user/ertsocialnetworks?sub_confirmation=1
https://bit.ly/menschheit-buch,"https://c.kopp-verlag.de/kopp,verlag_4.html?1=379&3=0&4=&5=&d=https%3A%2F%2Fwww.kopp-verlag.de%2F%3Fpn%3D126673"
https://bit.ly/menschheit,https://www.amazon.de/Wenn-das-die-Menschheit-w%C3%BCsste/dp/3938656891/ref=sr_1_3?dchild=1&qid=1596810799&refinements=p_27:Jan+van+Helsing&s=books&sr=1-3&text=Jan+van+Helsing&tag=pt-6-21
https://bit.ly/menschheit-kindle,https://www.amazon.de/Daniel-Prinz/e/B00N2R9OQY/ref=dp_byline_cont_book_2&tag=pt-6-21
